desccuenta;codcuenta;codbalance;id
"";994;IG-B--VI-1;1
"";993;IG-B--VI-1;2
"";992;IG-A--I-1;3
"";991;IG-A--I-1;4
"";95;IG-A--IV-;5
"";94;IG-A--III-;6
"";912;IG-B--VII-;7
"";910;IG-A--II-;8
"";902;IG-B--VI-1;9
"";900;IG-A--I-1;10
"";89;IG-A--I-1;11
"";85;IG-A--IV-;12
"";84;IG-B--VIII-;13
"";838;IG-A--V-;14
"";837;IG-B--IX-;15
"";836;IG-B--IX-;16
"";835;IG-A--V-;17
"";834;IG-A--V-;18
"";833;IG-A--V-;19
"";8301;IG-B--IX-;20
"";8300;IG-A--V-;21
"";812;IG-B--VII-;22
"";810;IG-A--II-;23
"";802;IG-B--VI-1;24
"";800;IG-A--I-1;25
"";799;PG-A-16-a-;26
"";798;PG-A-16-a-;27
"";797;PG-A-16-a-;28
"";796;PG-A-16-a-;29
"";7956;PG-A-10--;30
"";7955;PG-A-10--;31
"";7954;PG-A-7-a-;32
"";7952;PG-A-10--;33
"";7951;PG-A-10--;34
"";794;PG-A-7-a-;35
"";7933;PG-A-4-a-;36
"";7932;PG-A-4-a-;37
"";7931;PG-A-4-a-;38
"";7930;PG-A-2--;39
"";792;PG-A-11-a-;40
"";791;PG-A-11-a-;41
"";790;PG-A-11-a-;42
"";775;PG-A-16-a-;43
"";773;PG-A-16-a-;44
"";772;PG-A-11-a-;45
"";771;PG-A-11-a-;46
"";770;PG-A-11-a-;47
"";769;PG-A-12-a-1;48
"";768;PG-A-15--;49
"";767;PG-A-12-a-1;50
"";766;PG-A-16-a-;51
"";763;PG-A-14-a-;52
"";762;PG-A-12-a-1;53
"";761;PG-A-12-a-1;54
"";760;PG-A-12-a-1;55
"";75;PG-A-5-a-;56
"";747;PG-A-5-a-;57
"";746;PG-A-9--;58
"";740;PG-A-5-a-;59
"";73;PG-A-3--;60
"";71;PG-A-2--;61
"";709;PG-A-1-a-;62
"";708;PG-A-1-a-;63
"";706;PG-A-1-a-;64
"";705;PG-A-1-a-;65
"";704;PG-A-1-a-;66
"";703;PG-A-1-a-;67
"";702;PG-A-1-a-;68
"";701;PG-A-1-a-;69
"";700;PG-A-1-a-;70
"";699;PG-A-16-a-;71
"";698;PG-A-16-a-;72
"";697;PG-A-16-a-;73
"";696;PG-A-16-a-;74
"";695;PG-A-7-a-;75
"";694;PG-A-7-a-;76
"";6933;PG-A-4-a-;77
"";6932;PG-A-4-a-;78
"";6931;PG-A-4-a-;79
"";6930;PG-A-2--;80
"";692;PG-A-11-a-;81
"";691;PG-A-11-a-;82
"";690;PG-A-11-a-;83
"";68;PG-A-8--;84
"";675;PG-A-16-a-;85
"";672;PG-A-11-a-;86
"";671;PG-A-11-a-;87
"";670;PG-A-11-a-;88
"";669;PG-A-13-a-;89
"";668;PG-A-16-a-;90
"";667;PG-A-16-a-;91
"";666;PG-A-16-a-;92
"";665;PG-A-13-a-;93
"";664;PG-A-13-a-;94
"";663;PG-A-14-a-;95
"";662;PG-A-13-a-;96
"";661;PG-A-13-a-;97
"";660;PG-A-13-a-;98
"";65;PG-A-7-a-;99
"";64;PG-A-6-a-;100
"";639;PG-A-7-a-;101
"";638;PG-A-17--;102
"";636;PG-A-7-a-;103
"";634;PG-A-7-a-;104
"";633;PG-A-17--;105
"";631;PG-A-7-a-;106
"";6301;PG-A-17--;107
"";6300;PG-A-17--;108
"";62;PG-A-7-a-;109
"";61;PG-A-4-a-;110
"";609;PG-A-4-a-;111
"";608;PG-A-4-a-;112
"";607;PG-A-4-a-;113
"";606;PG-A-4-a-;114
"";602;PG-A-4-a-;115
"";601;PG-A-4-a-;116
"";600;PG-A-4-a-;117
"";599;A-B--I-;118
"";598;A-B--V-1;119
"";597;A-B--V-1;120
"";5955;A-B--V-1;121
"";5954;A-B--IV-1;122
"";5953;A-B--IV-1;123
"";5945;A-B--V-1;124
"";5944;A-B--IV-1;125
"";5943;A-B--IV-1;126
"";593;A-B--IV-1;127
"";589;P-C--I-;128
"";588;P-C--I-;129
"";587;P-C--I-;130
"";586;P-C--I-;131
"";585;P-C--I-;132
"";584;A-B--I-;133
"";583;A-B--I-;134
"";582;A-B--I-;135
"";581;A-B--I-;136
"";580;A-B--I-;137
"";57;A-B--VII-1;138
"";569;P-C--III-3;139
"";568;P-C--VI-;140
"";567;A-B--VI-;141
"";566;A-B--V-1;142
"";565;A-B--V-1;143
"";561;P-C--III-3;144
"";560;P-C--III-3;145
"";5598;P-C--III-3;146
"";5595;P-C--III-3;147
"";5593;A-B--V-1;148
"";5590;A-B--V-1;149
"";5580;A-B--III-2;150
"";557;P-A-1-VIII-;151
"";5566;P-C--III-3;152
"";5565;P-C--III-3;153
"";5564;P-C--IV-;154
"";5563;P-C--IV-;155
"";555;P-C--III-3;156
"";5533;A-B--III-3;157
"";5532;P-C--III-3;158
"";5531;A-B--III-3;159
"";5530;P-C--III-3;160
"";5525;P-C--III-3;161
"";5524;P-C--IV-;162
"";5523;P-C--IV-;163
"";551;P-C--III-3;164
"";549;A-B--V-1;165
"";548;A-B--V-1;166
"";547;A-B--V-1;167
"";546;A-B--V-1;168
"";545;A-B--V-1;169
"";544;A-B--III-3;170
"";543;A-B--V-1;171
"";542;A-B--V-1;172
"";541;A-B--V-1;173
"";540;A-B--V-1;174
"";5395;A-B--V-1;175
"";5394;A-B--IV-1;176
"";5393;A-B--IV-1;177
"";5355;A-B--V-1;178
"";5354;A-B--IV-1;179
"";5353;A-B--IV-1;180
"";5345;A-B--V-1;181
"";5344;A-B--IV-1;182
"";5343;A-B--IV-1;183
"";5335;A-B--V-1;184
"";5334;A-B--IV-1;185
"";5333;A-B--IV-1;186
"";5325;A-B--V-1;187
"";5324;A-B--IV-1;188
"";5323;A-B--IV-1;189
"";5315;A-B--V-1;190
"";5314;A-B--IV-1;191
"";5313;A-B--IV-1;192
"";5305;A-B--V-1;193
"";5304;A-B--IV-1;194
"";5303;A-B--IV-1;195
"";529;P-C--II-;196
"";528;P-C--III-3;197
"";527;P-C--III-1;198
"";526;P-C--III-3;199
"";525;P-C--III-3;200
"";524;P-C--III-2;201
"";523;P-C--III-3;202
"";522;P-C--III-3;203
"";521;P-C--III-3;204
"";520;P-C--III-1;205
"";5145;P-C--III-3;206
"";5144;P-C--IV-;207
"";5143;P-C--IV-;208
"";5135;P-C--III-3;209
"";5134;P-C--IV-;210
"";5133;P-C--IV-;211
"";5125;P-C--III-2;212
"";5124;P-C--IV-;213
"";5123;P-C--IV-;214
"";5115;P-C--III-3;215
"";5114;P-C--IV-;216
"";5113;P-C--IV-;217
"";5105;P-C--III-1;218
"";5104;P-C--IV-;219
"";5103;P-C--IV-;220
"";509;P-C--III-3;221
"";506;P-C--III-3;222
"";505;P-C--III-3;223
"";501;P-C--III-3;224
"";500;P-C--III-3;225
"";499;P-C--II-;226
"";493;A-B--III-1;227
"";490;A-B--III-1;228
"";485;P-C--VI-;229
"";480;A-B--VI-;230
"";479;P-B--IV-;231
"";477;P-C--V-2;232
"";476;P-C--V-2;233
"";475;P-C--V-2;234
"";474;A-A--VI-;235
"";472;A-B--III-3;236
"";471;A-B--III-3;237
"";470;A-B--III-3;238
"";466;P-C--V-2;239
"";465;P-C--V-2;240
"";460;A-B--III-3;241
"";44;A-B--III-3;242
"";438;P-C--V-2;243
"";437;A-B--III-1;244
"";436;A-B--III-1;245
"";435;A-B--III-1;246
"";434;A-B--III-1;247
"";433;A-B--III-1;248
"";432;A-B--III-1;249
"";431;A-B--III-1;250
"";430;A-B--III-1;251
"";41;P-C--V-2;252
"";407;A-B--II-1;253
"";406;P-C--V-1;254
"";405;P-C--V-1;255
"";404;P-C--V-1;256
"";403;P-C--V-1;257
"";401;P-C--V-1;258
"";400;P-C--V-1;259
"";39;A-B--II-1;260
"";36;A-B--II-1;261
"";35;A-B--II-1;262
"";34;A-B--II-1;263
"";33;A-B--II-1;264
"";32;A-B--II-1;265
"";31;A-B--II-1;266
"";30;A-B--II-1;267
"";298;A-A--V-1;268
"";297;A-A--V-1;269
"";2955;A-A--V-1;270
"";2954;A-A--IV-1;271
"";2953;A-A--IV-1;272
"";2945;A-A--V-1;273
"";2944;A-A--IV-1;274
"";2943;A-A--IV-1;275
"";293;A-A--IV-1;276
"";292;A-A--III-1;277
"";291;A-A--II-1;278
"";290;A-A--I-1;279
"";282;A-A--III-1;280
"";281;A-A--II-1;281
"";280;A-A--I-1;282
"";26;A-A--V-1;283
"";259;A-A--V-1;284
"";258;A-A--V-1;285
"";257;A-A--V-1;286
"";255;A-A--V-1;287
"";254;A-A--V-1;288
"";253;A-A--V-1;289
"";252;A-A--V-1;290
"";251;A-A--V-1;291
"";250;A-A--V-1;292
"";2495;A-A--V-1;293
"";2494;A-A--IV-1;294
"";2493;A-A--IV-1;295
"";2425;A-A--V-1;296
"";2424;A-A--IV-1;297
"";2423;A-A--IV-1;298
"";2415;A-A--V-1;299
"";2414;A-A--IV-1;300
"";2413;A-A--IV-1;301
"";2405;A-A--V-1;302
"";2404;A-A--IV-1;303
"";2403;A-A--IV-1;304
"";23;A-A--II-1;305
"";22;A-A--III-1;306
"";21;A-A--II-1;307
"";20;A-A--I-1;308
"";194;P-C--III-3;309
"";192;P-C--III-3;310
"";190;P-C--III-3;311
"";189;P-B--II-3;312
"";185;P-B--II-3;313
"";181;P-B--V-;314
"";180;P-B--II-3;315
"";179;P-B--II-3;316
"";178;P-B--II-3;317
"";177;P-B--II-3;318
"";176;P-B--II-3;319
"";175;P-B--II-3;320
"";174;P-B--II-2;321
"";173;P-B--II-3;322
"";172;P-B--II-3;323
"";171;P-B--II-3;324
"";170;P-B--II-1;325
"";1635;P-B--II-3;326
"";1634;P-B--III-;327
"";1633;P-B--III-;328
"";1625;P-B--II-2;329
"";1624;P-B--III-;330
"";1623;P-B--III-;331
"";1615;P-B--II-3;332
"";1614;P-B--III-;333
"";1613;P-B--III-;334
"";1605;P-B--II-1;335
"";1604;P-B--III-;336
"";1603;P-B--III-;337
"";14;P-B--I-1;338
"";137;P-A-2-I-;339
"";1340;P-A-2-I-;340
"";133;P-A-2-I-;341
"";132;P-A-3--;342
"";131;P-A-3--;343
"";130;P-A-3--;344
"";129;P-A-1-VII-;345
"";121;P-A-1-V-1;346
"";120;P-A-1-V-1;347
"";119;P-A-1-III-1;348
"";118;P-A-1-VI-;349
"";115;P-A-1-III-1;350
"";114;P-A-1-III-1;351
"";113;P-A-1-III-1;352
"";112;P-A-1-III-1;353
"";111;P-A-1-IX-;354
"";110;P-A-1-II-;355
"";109;P-A-1-IV-;356
"";108;P-A-1-IV-;357
"";1044;P-C--III-3;358
"";1040;P-A-1-I-2;359
"";1034;P-C--III-3;360
"";1030;P-A-1-I-2;361
"";102;P-A-1-I-1;362
"";101;P-A-1-I-1;363
"";100;P-A-1-I-1;364